,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
512427,2015,2,3,2,VX,357,N628VA,BOS,SFO,1859,1958.0,59.0,23.0,2021.0,405.0,416.0,389.0,2704,2350.0,4.0,2244,2354.0,70.0,0,0,,0.0,0.0,5.0,54.0,11.0
5256746,2015,11,25,3,DL,1899,N975AT,LGA,PBI,1210,1157.0,-13.0,28.0,1225.0,195.0,167.0,136.0,1035,1441.0,3.0,1525,1444.0,-41.0,0,0,,,,,,
4502267,2015,10,8,4,WN,1154,N917WN,10693,14747,1055,1051.0,-4.0,9.0,1100.0,305.0,300.0,277.0,1978,1337.0,14.0,1400,1351.0,-9.0,0,0,,,,,,
1872595,2015,4,30,4,NK,200,N512NK,IAH,ORD,605,605.0,0.0,11.0,616.0,155.0,154.0,128.0,925,824.0,15.0,840,839.0,-1.0,0,0,,,,,,
594782,2015,2,9,1,DL,1698,N970AT,FLL,LGA,1105,1150.0,45.0,14.0,1204.0,174.0,153.0,131.0,1076,1415.0,8.0,1359,1423.0,24.0,0,0,,24.0,0.0,0.0,0.0,0.0
3765865,2015,8,22,6,WN,3732,N923WN,DEN,PHX,1000,1002.0,2.0,23.0,1025.0,110.0,116.0,87.0,602,1052.0,6.0,1050,1058.0,8.0,0,0,,,,,,
711747,2015,2,17,2,AA,1112,N3DEAA,SFO,DFW,30,26.0,-4.0,16.0,42.0,189.0,199.0,179.0,1464,541.0,4.0,539,545.0,6.0,0,0,,,,,,
5390879,2015,12,4,5,WN,325,N480WN,SAN,HOU,820,817.0,-3.0,5.0,822.0,180.0,163.0,153.0,1313,1255.0,5.0,1320,1300.0,-20.0,0,0,,,,,,
1778459,2015,4,24,5,US,403,N604AW,PHX,SFO,745,742.0,-3.0,19.0,801.0,131.0,131.0,108.0,651,949.0,4.0,956,953.0,-3.0,0,0,,,,,,
1364537,2015,3,29,7,DL,2598,N919AT,ATL,VPS,1630,1630.0,0.0,17.0,1647.0,76.0,65.0,42.0,250,1629.0,6.0,1646,1635.0,-11.0,0,0,,,,,,
1450046,2015,4,3,5,WN,4093,N470WN,ABQ,PHX,1745,1819.0,34.0,9.0,1828.0,75.0,73.0,56.0,328,1824.0,8.0,1800,1832.0,32.0,0,0,,0.0,0.0,0.0,32.0,0.0
1366651,2015,3,29,7,WN,44,N451WN,DAL,LIT,1830,1833.0,3.0,10.0,1843.0,60.0,59.0,44.0,296,1927.0,5.0,1930,1932.0,2.0,0,0,,,,,,
4001655,2015,9,6,7,NK,595,N525NK,ORD,IAH,925,915.0,-10.0,15.0,930.0,160.0,136.0,114.0,925,1124.0,7.0,1205,1131.0,-34.0,0,0,,,,,,
2591179,2015,6,13,6,WN,1774,N430WN,STL,OMA,835,827.0,-8.0,8.0,835.0,75.0,65.0,53.0,342,928.0,4.0,950,932.0,-18.0,0,0,,,,,,
2576329,2015,6,12,5,EV,4212,N26549,CMH,EWR,1036,1035.0,-1.0,9.0,1044.0,114.0,104.0,86.0,463,1210.0,9.0,1230,1219.0,-11.0,0,0,,,,,,
4025648,2015,9,7,1,AA,1606,N3KKAA,DFW,RDU,2005,2041.0,36.0,10.0,2051.0,167.0,150.0,136.0,1061,7.0,4.0,2352,11.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0
4567551,2015,10,12,1,WN,3076,N400WN,13232,12953,1415,1413.0,-2.0,14.0,1427.0,125.0,121.0,98.0,725,1705.0,9.0,1720,1714.0,-6.0,0,0,,,,,,
5535996,2015,12,13,7,DL,1935,N952AT,TPA,LGA,1859,1858.0,-1.0,10.0,1908.0,165.0,147.0,130.0,1010,2118.0,7.0,2144,2125.0,-19.0,0,0,,,,,,
2064724,2015,5,12,2,AA,937,N4WJAA,BWI,DFW,530,524.0,-6.0,19.0,543.0,210.0,204.0,180.0,1217,743.0,5.0,800,748.0,-12.0,0,0,,,,,,
2232679,2015,5,22,5,NK,242,N526NK,ATL,CLE,830,833.0,3.0,14.0,847.0,120.0,97.0,77.0,554,1004.0,6.0,1030,1010.0,-20.0,0,0,,,,,,
4941700,2015,11,5,4,WN,143,N7725A,SAN,SMF,1025,1022.0,-3.0,10.0,1032.0,95.0,88.0,74.0,480,1146.0,4.0,1200,1150.0,-10.0,0,0,,,,,,
4334416,2015,9,27,7,DL,1448,N926DL,ATL,DTW,1906,1903.0,-3.0,17.0,1920.0,117.0,110.0,87.0,594,2047.0,6.0,2103,2053.0,-10.0,0,0,,,,,,
5051896,2015,11,12,4,VX,232,N843VA,LAX,ORD,1010,1022.0,12.0,7.0,1029.0,235.0,256.0,215.0,1744,1604.0,34.0,1605,1638.0,33.0,0,0,,0.0,0.0,21.0,12.0,0.0
1700794,2015,4,19,7,US,594,N756US,BOI,PHX,1329,1321.0,-8.0,8.0,1329.0,117.0,110.0,96.0,735,1405.0,6.0,1426,1411.0,-15.0,0,0,,,,,,
3368358,2015,7,29,3,MQ,3050,N517MQ,XNA,DFW,1506,1500.0,-6.0,9.0,1509.0,74.0,73.0,47.0,280,1556.0,17.0,1620,1613.0,-7.0,0,0,,,,,,
2304866,2015,5,26,2,DL,1880,N137DL,SFO,ATL,2230,2225.0,-5.0,20.0,2245.0,278.0,280.0,250.0,2139,555.0,10.0,608,605.0,-3.0,0,0,,,,,,
730776,2015,2,18,3,F9,1248,N210FR,DEN,MIA,815,809.0,-6.0,11.0,820.0,220.0,210.0,192.0,1709,1332.0,7.0,1355,1339.0,-16.0,0,0,,,,,,
5293525,2015,11,28,6,HA,509,N491HA,HNL,LIH,943,930.0,-13.0,13.0,943.0,41.0,42.0,23.0,102,1006.0,6.0,1024,1012.0,-12.0,0,0,,,,,,
3457084,2015,8,3,1,OO,4702,N439SW,MSP,LAN,1940,1939.0,-1.0,14.0,1953.0,93.0,78.0,61.0,455,2154.0,3.0,2213,2157.0,-16.0,0,0,,,,,,
34413,2015,1,3,6,AS,60,N797AS,KTN,SEA,910,915.0,5.0,8.0,923.0,110.0,101.0,84.0,680,1147.0,9.0,1200,1156.0,-4.0,0,0,,,,,,
5127951,2015,11,17,2,WN,4034,N8312C,ISP,MCO,810,804.0,-6.0,7.0,811.0,180.0,159.0,130.0,971,1021.0,22.0,1110,1043.0,-27.0,0,0,,,,,,
3270471,2015,7,23,4,AA,639,N573UW,DFW,PHX,1815,1812.0,-3.0,20.0,1832.0,150.0,142.0,114.0,868,1826.0,8.0,1845,1834.0,-11.0,0,0,,,,,,
29710,2015,1,2,5,WN,3049,N7711N,BUR,LAS,2105,2249.0,104.0,6.0,2255.0,60.0,50.0,38.0,223,2333.0,6.0,2205,2339.0,94.0,0,0,,0.0,0.0,0.0,94.0,0.0
217835,2015,1,15,4,US,1837,N768US,CLT,MSP,740,734.0,-6.0,12.0,746.0,168.0,157.0,142.0,930,908.0,3.0,928,911.0,-17.0,0,0,,,,,,
3937925,2015,9,2,3,DL,2384,N3757D,SMF,SLC,615,615.0,0.0,17.0,632.0,96.0,105.0,75.0,532,847.0,13.0,851,900.0,9.0,0,0,,,,,,
3921522,2015,9,1,2,B6,2283,N374JB,BOS,RDU,605,600.0,-5.0,27.0,627.0,115.0,116.0,83.0,612,750.0,6.0,800,756.0,-4.0,0,0,,,,,,
976779,2015,3,5,4,AA,1115,N437AA,MFE,DFW,1853,1853.0,0.0,9.0,1902.0,97.0,85.0,65.0,469,2007.0,11.0,2030,2018.0,-12.0,0,0,,,,,,
320563,2015,1,22,4,AS,342,N457AS,SEA,OAK,600,556.0,-4.0,20.0,616.0,117.0,121.0,96.0,671,752.0,5.0,757,757.0,0.0,0,0,,,,,,
918454,2015,3,2,1,WN,1136,N8325D,HOU,LAX,920,921.0,1.0,12.0,933.0,230.0,217.0,194.0,1390,1047.0,11.0,1110,1058.0,-12.0,0,0,,,,,,
1339648,2015,3,28,6,AS,92,N462AS,ANC,SEA,130,129.0,-1.0,16.0,145.0,195.0,196.0,176.0,1448,541.0,4.0,545,545.0,0.0,0,0,,,,,,
4324440,2015,9,27,7,AA,206,N5FNAA,DFW,MIA,905,902.0,-3.0,22.0,924.0,175.0,180.0,148.0,1121,1252.0,10.0,1300,1302.0,2.0,0,0,,,,,,
1200422,2015,3,19,4,WN,674,N562WN,MCO,MHT,1410,1401.0,-9.0,11.0,1412.0,165.0,168.0,154.0,1142,1646.0,3.0,1655,1649.0,-6.0,0,0,,,,,,
995160,2015,3,6,5,WN,689,N7713A,MDW,ATL,2045,2116.0,31.0,10.0,2126.0,110.0,95.0,80.0,591,2346.0,5.0,2335,2351.0,16.0,0,0,,0.0,0.0,0.0,16.0,0.0
3991011,2015,9,5,6,DL,964,N929DL,ATL,CMH,1001,1000.0,-1.0,22.0,1022.0,95.0,95.0,67.0,447,1129.0,6.0,1136,1135.0,-1.0,0,0,,,,,,
4435379,2015,10,4,7,DL,2508,N826DN,14747,11433,942,939.0,-3.0,14.0,953.0,253.0,252.0,230.0,1927,1643.0,8.0,1655,1651.0,-4.0,0,0,,,,,,
209610,2015,1,14,3,UA,1061,N27421,ORD,LAX,1506,1507.0,1.0,10.0,1517.0,269.0,239.0,225.0,1744,1702.0,4.0,1735,1706.0,-29.0,0,0,,,,,,
5779944,2015,12,29,2,WN,1598,N923WN,MDW,PIT,1145,,,,,75.0,,,402,,,1400,,,0,1,B,,,,,
4537064,2015,10,10,6,OO,5573,N110SY,11278,13930,1345,1339.0,-6.0,14.0,1353.0,128.0,114.0,92.0,612,1425.0,8.0,1453,1433.0,-20.0,0,0,,,,,,
4195996,2015,9,18,5,UA,1580,N69847,EWR,LAS,1825,1814.0,-11.0,23.0,1837.0,344.0,317.0,283.0,2227,2020.0,11.0,2109,2031.0,-38.0,0,0,,,,,,
2256971,2015,5,23,6,AS,328,N799AS,SEA,SJC,1755,1747.0,-8.0,10.0,1757.0,123.0,109.0,96.0,697,1933.0,3.0,1958,1936.0,-22.0,0,0,,,,,,
2443982,2015,6,4,4,DL,1603,N351NB,RDU,DTW,1245,1241.0,-4.0,14.0,1255.0,105.0,96.0,76.0,501,1411.0,6.0,1430,1417.0,-13.0,0,0,,,,,,
4970382,2015,11,7,6,HA,107,N475HA,KOA,HNL,616,606.0,-10.0,8.0,614.0,42.0,41.0,28.0,163,642.0,5.0,658,647.0,-11.0,0,0,,,,,,
1396569,2015,3,31,2,WN,3845,N437WN,BNA,PHX,1450,1531.0,41.0,8.0,1539.0,240.0,208.0,195.0,1449,1654.0,5.0,1650,1659.0,9.0,0,0,,,,,,
1638967,2015,4,15,3,AA,238,N3EEAA,MIA,DCA,1435,1434.0,-1.0,11.0,1445.0,152.0,152.0,123.0,919,1648.0,18.0,1707,1706.0,-1.0,0,0,,,,,,
4682155,2015,10,19,1,NK,992,N642NK,13495,13930,1752,1747.0,-5.0,12.0,1759.0,152.0,142.0,118.0,837,1957.0,12.0,2024,2009.0,-15.0,0,0,,,,,,
3405077,2015,7,31,5,B6,1454,N637JB,SJU,FLL,1701,1851.0,110.0,11.0,1902.0,161.0,159.0,141.0,1046,2123.0,7.0,1942,2130.0,108.0,0,0,,0.0,0.0,58.0,50.0,0.0
1898392,2015,5,1,5,UA,1186,N24224,MIA,IAH,1449,1458.0,9.0,9.0,1507.0,168.0,150.0,135.0,964,1622.0,6.0,1637,1628.0,-9.0,0,0,,,,,,
5274155,2015,11,26,4,OO,4502,N602XJ,MSP,DLH,1420,1417.0,-3.0,32.0,1449.0,60.0,69.0,29.0,144,1518.0,8.0,1520,1526.0,6.0,0,0,,,,,,
3995158,2015,9,5,6,HA,334,N486HA,HNL,OGG,1502,1501.0,-1.0,10.0,1511.0,37.0,36.0,21.0,100,1532.0,5.0,1539,1537.0,-2.0,0,0,,,,,,
5438671,2015,12,7,1,AA,187,N3KUAA,BOS,ORD,1231,1229.0,-2.0,13.0,1242.0,184.0,148.0,127.0,867,1349.0,8.0,1435,1357.0,-38.0,0,0,,,,,,
174916,2015,1,12,1,UA,1440,N68802,SAN,ORD,1111,1139.0,28.0,15.0,1154.0,246.0,255.0,209.0,1723,1723.0,31.0,1717,1754.0,37.0,0,0,,17.0,0.0,0.0,20.0,0.0
4654977,2015,10,18,7,OO,5327,N952SW,14794,11292,715,714.0,-1.0,13.0,727.0,98.0,101.0,81.0,517,848.0,7.0,853,855.0,2.0,0,0,,,,,,
1769641,2015,4,23,4,UA,466,N850UA,IAH,AUS,1537,1535.0,-2.0,16.0,1551.0,57.0,71.0,31.0,140,1622.0,24.0,1634,1646.0,12.0,0,0,,,,,,
241957,2015,1,16,5,WN,1527,N628SW,ATL,MKE,1540,1533.0,-7.0,16.0,1549.0,130.0,124.0,104.0,669,1633.0,4.0,1650,1637.0,-13.0,0,0,,,,,,
4580938,2015,10,13,2,OO,7383,N429SW,14869,11122,1113,1113.0,0.0,27.0,1140.0,81.0,75.0,46.0,320,1226.0,2.0,1234,1228.0,-6.0,0,0,,,,,,
2935708,2015,7,3,5,DL,8,N3754A,MIA,ATL,1745,1743.0,-2.0,62.0,1845.0,131.0,160.0,84.0,594,2009.0,14.0,1956,2023.0,27.0,0,0,,27.0,0.0,0.0,0.0,0.0
4947007,2015,11,5,4,OO,4649,N438SW,SLC,BZN,1545,1538.0,-7.0,22.0,1600.0,83.0,84.0,57.0,347,1657.0,5.0,1708,1702.0,-6.0,0,0,,,,,,
4156804,2015,9,16,3,MQ,3451,N3AEMQ,ORD,CID,1205,1207.0,2.0,13.0,1220.0,70.0,50.0,31.0,196,1251.0,6.0,1315,1257.0,-18.0,0,0,,,,,,
4221788,2015,9,20,7,WN,1346,N627SW,MCI,ABQ,1605,1606.0,1.0,9.0,1615.0,125.0,112.0,99.0,718,1654.0,4.0,1710,1658.0,-12.0,0,0,,,,,,
3447615,2015,8,3,1,AS,537,N551AS,ONT,SEA,1025,1016.0,-9.0,7.0,1023.0,145.0,132.0,118.0,956,1221.0,7.0,1250,1228.0,-22.0,0,0,,,,,,
4001099,2015,9,6,7,DL,2616,N359NB,JAC,MSP,845,842.0,-3.0,23.0,905.0,135.0,127.0,102.0,872,1147.0,2.0,1200,1149.0,-11.0,0,0,,,,,,
4146109,2015,9,15,2,DL,81,N1611B,ATL,LAX,1725,1725.0,0.0,17.0,1742.0,285.0,280.0,254.0,1947,1856.0,9.0,1910,1905.0,-5.0,0,0,,,,,,
5007323,2015,11,9,1,UA,592,N36207,BOI,DEN,1425,1431.0,6.0,13.0,1444.0,114.0,104.0,83.0,649,1607.0,8.0,1619,1615.0,-4.0,0,0,,,,,,
2872037,2015,6,29,1,WN,5888,N523SW,DAL,MAF,2130,2128.0,-2.0,8.0,2136.0,65.0,59.0,48.0,319,2224.0,3.0,2235,2227.0,-8.0,0,0,,,,,,
765846,2015,2,20,5,MQ,3527,N658MQ,PNS,MIA,1039,1040.0,1.0,12.0,1052.0,103.0,96.0,78.0,530,1310.0,6.0,1322,1316.0,-6.0,0,0,,,,,,
3801859,2015,8,24,1,DL,1378,N903DA,ATL,ORF,1536,1552.0,16.0,12.0,1604.0,104.0,86.0,70.0,516,1714.0,4.0,1720,1718.0,-2.0,0,0,,,,,,
1350723,2015,3,28,6,DL,884,N368NW,LGA,DEN,1741,1737.0,-4.0,18.0,1755.0,278.0,231.0,206.0,1620,1921.0,7.0,2019,1928.0,-51.0,0,0,,,,,,
5311886,2015,11,29,7,OO,2921,N862AS,CHO,ORD,1133,1133.0,0.0,15.0,1148.0,132.0,137.0,104.0,566,1232.0,18.0,1245,1250.0,5.0,0,0,,,,,,
3919101,2015,8,31,1,MQ,3466,N689MQ,ORD,DBQ,2000,1946.0,-14.0,21.0,2007.0,58.0,54.0,27.0,147,2034.0,6.0,2058,2040.0,-18.0,0,0,,,,,,
4038928,2015,9,8,2,DL,1416,N532US,JAX,ATL,1700,1742.0,42.0,10.0,1752.0,87.0,60.0,44.0,270,1836.0,6.0,1827,1842.0,15.0,0,0,,0.0,0.0,0.0,15.0,0.0
4363699,2015,9,29,2,AA,1300,N3CEAA,DFW,MSY,1530,1534.0,4.0,19.0,1553.0,90.0,88.0,66.0,447,1659.0,3.0,1700,1702.0,2.0,0,0,,,,,,
4040718,2015,9,8,2,UA,1499,N37298,SFO,LAS,1848,1943.0,55.0,19.0,2002.0,98.0,104.0,67.0,414,2109.0,18.0,2026,2127.0,61.0,0,0,,6.0,0.0,55.0,0.0,0.0
3047400,2015,7,10,5,EV,5566,N927EV,CSG,ATL,1451,1516.0,25.0,14.0,1530.0,49.0,49.0,30.0,83,1600.0,5.0,1540,1605.0,25.0,0,0,,0.0,0.0,0.0,25.0,0.0
5143582,2015,11,18,3,EV,4380,N15574,EWR,MKE,740,734.0,-6.0,11.0,745.0,142.0,124.0,105.0,725,830.0,8.0,902,838.0,-24.0,0,0,,,,,,
5563779,2015,12,15,2,HA,359,N479HA,OGG,LIH,1438,1439.0,1.0,6.0,1445.0,47.0,46.0,35.0,201,1520.0,5.0,1525,1525.0,0.0,0,0,,,,,,
3706503,2015,8,18,2,DL,2312,N608AT,GSP,ATL,1700,1659.0,-1.0,14.0,1713.0,69.0,49.0,29.0,153,1742.0,6.0,1809,1748.0,-21.0,0,0,,,,,,
1292723,2015,3,25,3,AA,92,N3KKAA,SAN,ORD,855,851.0,-4.0,13.0,904.0,242.0,233.0,209.0,1723,1433.0,11.0,1457,1444.0,-13.0,0,0,,,,,,
3479079,2015,8,5,3,WN,1434,N422WN,MCO,DEN,720,717.0,-3.0,7.0,724.0,230.0,227.0,212.0,1546,856.0,8.0,910,904.0,-6.0,0,0,,,,,,
3935154,2015,9,1,2,EV,4110,N14173,TUL,IAH,1942,1928.0,-14.0,8.0,1936.0,95.0,76.0,64.0,429,2040.0,4.0,2117,2044.0,-33.0,0,0,,,,,,
936601,2015,3,3,2,NK,394,N508NK,LAS,PHL,1108,1143.0,35.0,13.0,1156.0,273.0,244.0,218.0,2176,1834.0,13.0,1841,1847.0,6.0,0,0,,,,,,
4115331,2015,9,13,7,MQ,3344,N517MQ,DTW,ORD,1855,1843.0,-12.0,15.0,1858.0,81.0,84.0,47.0,235,1845.0,22.0,1916,1907.0,-9.0,0,0,,,,,,
76131,2015,1,5,1,WN,2701,N233LV,DAL,ABQ,1845,1958.0,73.0,10.0,2008.0,110.0,98.0,83.0,580,2031.0,5.0,1935,2036.0,61.0,0,0,,0.0,0.0,25.0,36.0,0.0
3481,2015,1,1,4,WN,1785,N963WN,OAK,MDW,1010,1009.0,-1.0,12.0,1021.0,245.0,248.0,232.0,1844,1613.0,4.0,1615,1617.0,2.0,0,0,,,,,,
860979,2015,2,26,4,US,1705,N733UW,ATL,PHL,1250,1258.0,8.0,11.0,1309.0,121.0,97.0,81.0,666,1430.0,5.0,1451,1435.0,-16.0,0,0,,,,,,
1245326,2015,3,22,7,WN,2249,N278WN,DCA,TPA,1130,1126.0,-4.0,14.0,1140.0,150.0,141.0,121.0,814,1341.0,6.0,1400,1347.0,-13.0,0,0,,,,,,
4685689,2015,10,19,1,UA,332,N441UA,13930,14771,2240,2234.0,-6.0,22.0,2256.0,281.0,259.0,233.0,1846,49.0,4.0,121,53.0,-28.0,0,0,,,,,,
1292407,2015,3,25,3,OO,4553,N455SW,DTW,GRR,835,828.0,-7.0,23.0,851.0,60.0,59.0,30.0,120,921.0,6.0,935,927.0,-8.0,0,0,,,,,,
4922722,2015,11,4,3,AA,1856,N974UY,PHX,PHL,800,754.0,-6.0,13.0,807.0,271.0,240.0,222.0,2075,1349.0,5.0,1431,1354.0,-37.0,0,0,,,,,,
3971522,2015,9,4,5,OO,4634,N447SW,MKE,CVG,630,627.0,-3.0,16.0,643.0,78.0,74.0,51.0,318,834.0,7.0,848,841.0,-7.0,0,0,,,,,,
5037318,2015,11,11,3,DL,1127,N924DN,IND,ATL,1200,1201.0,1.0,11.0,1212.0,93.0,78.0,61.0,432,1313.0,6.0,1333,1319.0,-14.0,0,0,,,,,,
1385866,2015,3,30,1,B6,1966,N615JB,RSW,BOS,2059,2321.0,142.0,12.0,2333.0,179.0,168.0,151.0,1249,204.0,5.0,2358,209.0,131.0,0,0,,0.0,0.0,1.0,130.0,0.0
3397287,2015,7,31,5,EV,5056,N855AS,SHV,ATL,920,912.0,-8.0,8.0,920.0,104.0,98.0,80.0,551,1140.0,10.0,1204,1150.0,-14.0,0,0,,,,,,
5362716,2015,12,2,3,OO,4462,N632SK,ABQ,SLC,1230,1227.0,-3.0,9.0,1236.0,103.0,95.0,79.0,493,1355.0,7.0,1413,1402.0,-11.0,0,0,,,,,,
1760027,2015,4,23,4,EV,5920,N16919,TVC,ORD,620,613.0,-7.0,18.0,631.0,69.0,66.0,41.0,224,612.0,7.0,629,619.0,-10.0,0,0,,,,,,
3964449,2015,9,3,4,AA,2157,N963UW,LGA,DCA,1600,1603.0,3.0,37.0,1640.0,90.0,94.0,42.0,214,1722.0,15.0,1730,1737.0,7.0,0,0,,,,,,
2754754,2015,6,22,1,AA,74,N3BVAA,LAX,IAD,2225,2219.0,-6.0,19.0,2238.0,299.0,309.0,283.0,2288,621.0,7.0,624,628.0,4.0,0,0,,,,,,
4288654,2015,9,24,4,DL,2426,N983DL,MSY,ATL,1815,1815.0,0.0,13.0,1828.0,96.0,85.0,61.0,425,2029.0,11.0,2051,2040.0,-11.0,0,0,,,,,,
2482047,2015,6,6,6,EV,6188,N27200,CRW,ORD,1757,1743.0,-14.0,7.0,1750.0,92.0,82.0,66.0,416,1756.0,9.0,1829,1805.0,-24.0,0,0,,,,,,
210092,2015,1,14,3,AA,1694,N3BCAA,SAN,DFW,1538,1546.0,8.0,10.0,1556.0,172.0,159.0,136.0,1171,2012.0,13.0,2030,2025.0,-5.0,0,0,,,,,,
5042573,2015,11,11,3,EV,4951,N753EV,OMA,DTW,1720,1728.0,8.0,12.0,1740.0,117.0,100.0,81.0,651,2001.0,7.0,2017,2008.0,-9.0,0,0,,,,,,
1761001,2015,4,23,4,WN,633,N289CT,LAS,TUS,710,706.0,-4.0,12.0,718.0,70.0,75.0,60.0,365,818.0,3.0,820,821.0,1.0,0,0,,,,,,
856321,2015,2,26,4,DL,414,N624AG,SFO,JFK,815,816.0,1.0,22.0,838.0,325.0,316.0,285.0,2586,1623.0,9.0,1640,1632.0,-8.0,0,0,,,,,,
1920321,2015,5,3,7,OO,3484,N227AG,BOI,SAN,700,646.0,-14.0,11.0,657.0,130.0,125.0,111.0,749,748.0,3.0,810,751.0,-19.0,0,0,,,,,,
4394686,2015,10,1,4,AA,2414,N3CNAA,13303,14843,1400,1418.0,18.0,11.0,1429.0,154.0,165.0,147.0,1045,1656.0,7.0,1634,1703.0,29.0,0,0,,11.0,0.0,7.0,11.0,0.0
480439,2015,2,1,7,DL,1092,N305DQ,EYW,ATL,1746,1741.0,-5.0,10.0,1751.0,123.0,118.0,93.0,646,1924.0,15.0,1949,1939.0,-10.0,0,0,,,,,,
394423,2015,1,26,1,DL,2407,N676DL,ATL,DAB,2059,2053.0,-6.0,18.0,2111.0,78.0,69.0,47.0,366,2158.0,4.0,2217,2202.0,-15.0,0,0,,,,,,
398967,2015,1,27,2,DL,2534,N3766,LAX,BOS,915,,,,,325.0,,,2611,,,1740,,,0,1,B,,,,,
1729211,2015,4,21,2,MQ,3100,N624MQ,ROW,DFW,825,1031.0,126.0,8.0,1039.0,91.0,85.0,70.0,435,1249.0,7.0,1056,1256.0,120.0,0,0,,120.0,0.0,0.0,0.0,0.0
4417134,2015,10,2,5,AA,1893,N702UW,13931,11057,1950,2011.0,21.0,18.0,2029.0,84.0,86.0,64.0,290,2133.0,4.0,2114,2137.0,23.0,0,0,,2.0,0.0,9.0,12.0,0.0
4535706,2015,10,10,6,WN,785,N728SW,10821,11267,1210,1211.0,1.0,11.0,1222.0,90.0,83.0,66.0,406,1328.0,6.0,1340,1334.0,-6.0,0,0,,,,,,
523833,2015,2,4,3,OO,6304,N770SK,SFO,SNA,1457,1542.0,45.0,15.0,1557.0,91.0,88.0,67.0,372,1704.0,6.0,1628,1710.0,42.0,0,0,,0.0,0.0,0.0,42.0,0.0
3517182,2015,8,7,5,DL,1380,N934AT,ATL,HSV,1025,1021.0,-4.0,18.0,1039.0,58.0,52.0,31.0,151,1010.0,3.0,1023,1013.0,-10.0,0,0,,,,,,
860571,2015,2,26,4,NK,634,N522NK,TPA,DTW,1221,1215.0,-6.0,10.0,1225.0,160.0,150.0,122.0,983,1427.0,18.0,1501,1445.0,-16.0,0,0,,,,,,
4235771,2015,9,21,1,AA,654,N167US,JFK,PHX,1330,1404.0,34.0,41.0,1445.0,324.0,331.0,286.0,2153,1631.0,4.0,1554,1635.0,41.0,0,0,,7.0,0.0,34.0,0.0,0.0
2328971,2015,5,28,4,DL,2678,N934AT,LGA,BOS,1200,1154.0,-6.0,32.0,1226.0,83.0,76.0,39.0,184,1305.0,5.0,1323,1310.0,-13.0,0,0,,,,,,
3151820,2015,7,16,4,MQ,3108,N601MQ,LFT,DFW,1800,1825.0,25.0,13.0,1838.0,89.0,94.0,60.0,351,1938.0,21.0,1929,1959.0,30.0,0,0,,5.0,0.0,0.0,25.0,0.0
5501990,2015,12,11,5,MQ,3059,N699MQ,DFW,LCH,1210,1206.0,-4.0,26.0,1232.0,78.0,77.0,48.0,295,1320.0,3.0,1328,1323.0,-5.0,0,0,,,,,,
4187068,2015,9,18,5,WN,2982,N226WN,ATL,MDW,935,935.0,0.0,9.0,944.0,115.0,120.0,105.0,591,1029.0,6.0,1030,1035.0,5.0,0,0,,,,,,
574879,2015,2,8,7,US,1977,N117UW,FLL,CLT,625,625.0,0.0,14.0,639.0,118.0,121.0,101.0,631,820.0,6.0,823,826.0,3.0,0,0,,,,,,
4116879,2015,9,13,7,DL,1063,N957AT,ATL,AVP,2040,2041.0,1.0,22.0,2103.0,121.0,126.0,101.0,714,2244.0,3.0,2241,2247.0,6.0,0,0,,,,,,
750336,2015,2,19,4,EV,6070,N11137,XNA,DEN,1130,1125.0,-5.0,10.0,1135.0,125.0,118.0,99.0,616,1214.0,9.0,1235,1223.0,-12.0,0,0,,,,,,
2690437,2015,6,19,5,AS,612,N423AS,SEA,LAS,700,656.0,-4.0,14.0,710.0,148.0,138.0,117.0,867,907.0,7.0,928,914.0,-14.0,0,0,,,,,,
830371,2015,2,24,2,B6,481,N229JB,DCA,RSW,1430,1418.0,-12.0,21.0,1439.0,159.0,157.0,130.0,892,1649.0,6.0,1709,1655.0,-14.0,0,0,,,,,,
2684122,2015,6,18,4,UA,594,N824UA,TPA,EWR,1735,1910.0,95.0,27.0,1937.0,176.0,198.0,140.0,997,2157.0,31.0,2031,2228.0,117.0,0,0,,22.0,0.0,0.0,0.0,95.0
563376,2015,2,7,6,DL,720,N690DL,RSW,ATL,709,702.0,-7.0,10.0,712.0,109.0,103.0,83.0,515,835.0,10.0,858,845.0,-13.0,0,0,,,,,,
1877007,2015,4,30,4,DL,1967,N336NB,DTW,BUF,1015,1012.0,-3.0,11.0,1023.0,65.0,60.0,44.0,241,1107.0,5.0,1120,1112.0,-8.0,0,0,,,,,,
1603353,2015,4,13,1,US,2135,N957UW,DCA,LGA,1200,1157.0,-3.0,18.0,1215.0,76.0,72.0,43.0,214,1258.0,11.0,1316,1309.0,-7.0,0,0,,,,,,
